BOOKNUMBER,BOOKNAME,NAMEOFAUTHOR,NAMEOFPUBLISHER,COSTOFBOOK,DATEOFENTRY,STATUSOFBOOK,SOURCEOFBOOK,RACKNUMBER,CATEGORY
980,VISUAL BASIC 6                              HOW TO PROGRAM,DIETEL & DIETEL                 T.R NICTO,PERARSON,495,2017-06-02,YES,"RASEEK.C, A.P , CSE",,
981,REDHAT LINUX & BIBLE,CHRISTOPHER NEGUS,WILEY,499,2017-06-02,YES,"RASEEK.C, A.P , CSE",,
982,VISUAL C++,BPP PUBLICATIONS,STEVEN HOLZNER,255,2017-06-02,YES,"RASEEK.C, A.P , CSE",,
983,OXFORD ADVANCED LEARNERS DICTIONERY,,OXFORD,530,2009-11-04,YES,PTA,,
984,GATE 2010 COMPUTER SCIENCE INFORMATION TECHNOLOGY,,GK PUBLISHERS,640,2009-11-04,YES,PTA,,
985,DRAGON NATURALLY SPEAKING,USERGUIDE,,,2005-02-09,YES,USERGUIDE,,
986,A TEXT BOOK OF ENGINEERING PHYSICS,A.S.VASUDEVA,S .CHAND,270,2017-06-07,YES,DONATED BY MS. RESHMA 2010 ADMIN,,
987,MINING THE WEB,SOUMEN CHAKARA BARTIL,MORGAN KAURFMANN,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
988,MULTIMEDIA SYSTEMS,JOHN F KOEGEL BUFORD,PEARSON,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
989,FUNDAMENTALS &MULTIMEDIA,ZENIAN LI AND MARK S DREW,PRENTICE HALL AND INDIA PVT.LTD.,350,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
990,ALGEBRA II,JANARDHANAN PILLAY,AJITH BOOK CENTRE,95,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
991,ELMENT AND DIGITAL SIGNAL PROCESSING,PRO.SN SARKAR,KHANNA PUBLICATIONS,105,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
992,CLUSTER HANDBOOK LINUX (PHOTO COPY),,AMRITHA SCHOOL & BUSINESS,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
993,COMPUTATIONAL LINGUSTICS (PHOTO COPY),RALPH GRISHMAN,CAMBRIDGE UNIVERSITY PRESS,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
994,COMPUTER ORGANISATION AND DESIGN ONLINE (PHOTOCOPY),,,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
995,SECREATS AND LIES DIGITAL SECUTITY IN A ANETOWRKED WORLD,BRUCE SCHENEIER,,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
996,MPI HANDBOOK – LINUX,,,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
997,ESSENTIAL STATISTICS (PHOTOCOPY),D.G.REES,CHAPMAN & HALLCRC,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
998,"MODERN DATA WAREHOUSING MINING, AND VISUALISATION CORE CONCEPTS",GEORGE .M MARAKAS,PEARSON,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
999,FAST TRACK TO OPEN SOURSE SOFTWARE,,BY TEAM DIGIT,,2017-06-07,YES,DONATED BY Dr.P.C REGURAJ,,
1000,ANDROID,PRASANA KOMAR DIXIT,,,2017-06-29,YES,"RASEEK.C, A.P , CSE",,
1001,REACH FOR THE SKY,Dr.A.ABHARAH.MD,,,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1002,DEVELOPING SOFT SKILLS,ROBERT.M.SHCRFI              RHONDAJ.MONTGOMERY   PATRICZ.G. MODY              ,PEARSON,,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1003,THE FOUR SKILLS FOR COMMUNICATION,JOSH SREEDHARAN,FOUNDATION BOOKS,150,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1004,GATE 2014 COMPUTER SCIENCE INFORMATION TECHNOLOGY,ARAVIND DAGUR                  P.S.MEHRA                               GANGA GUPTA                        SHASHI VARDHAN,G.K.PUBLICATIONS(PVT.LTD),795,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1005,GATE SOLVED PAPERS (2013-2000)COMPUTER SCIENCE AND TECHNOLOGY,NITESH JAIN,ARIHANT PUBLICATION PVT.LTD,240,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1006,COMPUTER NETWORKS A SYSTEM APPROACH,LARRY. L. PETERSON               BRAUCE. S. DAVIE,MORGAN KAUFMAN,,2017-07-13,YES,"RASEEK.C, A.P , CSE",,
1007,"TANCET FOR ME,M.TEC. PREVIOUS QUESTION PAPER SOLVED",C.HARIRAMKAMAR               P.VIGNEHWARI                       SANTALAKSHMI                    JANANI.M                                PURNACHANNDRA REDAY.V,SURA COLLEGE OF COMPETITION,270,2017-07-19,YES,"RASEEK.C, A.P , CSE",,
1008,DATA STRUCTURES AND PROGRAM DESIGN IN C,ROBERT.L.KRUSE                    BRUCE.P.LEUNG                     CLOVIS.L.TONDO,PRENTICE HALL OF INDIA PVT.LTD.,175,2017-07-19,YES,"RASEEK.C, A.P , CSE",,
1009,DISTRIBUTEDOPERATING SYSTEMS AND ALGORITHM ANALISIS,RANDY CHOW                         THEODORE JHONSON,PEARSON,,2017-07-19,YES,"RASEEK.C, A.P , CSE",,
1010,DATA STRUCTURES THOROUGH C,G.S.BALUJA,DHANPAT RAI AND COMPANY,310,2017-07-19,YES,"RASEEK.C, A.P , CSE",,
1011,A FIRST COURSE IN PROBABILITY,SHELDON ROSE,PEARSON,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1012,MATHEMATICAL PUZZLES,E.R.B.G.RAMESH,GANESH PUBLICATION,20,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1013,INTRODUCTION TO PROBABILITY MODELS,SHELDON.M. ROSE,,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1014,LINEAR ALGEBRA,STEPHAN.H.FRIEDBERG       ARVOLDY INSEL                     LAWRENCE.E.SPENCE,PEARSON,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1015,LINEAR ALGEBRA A GEOMETRIC APPROACH,S.KUMARESAN,PHI,250,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1016,LINEAR ALGEBRA A GEOMETRIC APPROACH,S.KUMARESAN,PHI,250,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1017,LINEAR ALGEBRA A GEOMETRIC APPROACH,S.KUMARESAN,PHI,250,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1018,INTRODUCING DATA SCIENCE,DAVY CIELEN                          ARNOD.B.MEYSMAN            MOHAMMED ALI,DREAMTECH PRESS,599,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1019,PRACTICAL DATA SCIENCE WITH R,NINA ZUMEL                            JOHNMOUNI,DREAMTECH PRESS,799,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1020,PRACTICAL DATA SCIENCE WITH R,NINA ZUMEL                            JOHNMOUNI,DREAMTECH PRESS,799,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1021,HANDS ON PROGRAMMING WITH R,GARRETT GROLEMUND,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1022,HANDS ON PROGRAMMING WITH R,GARRETT GROLEMUND,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1023,DATA SCIENCE FROM SCRATCH,JOEL GRUS,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1024,FUNDAMENTALS 07 DEP LEARNING,NIKHIL BUDUMA,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,775,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1025,INTRODUCTION TO MACHINE LEARNING WITH PYTHON,ANDREAS . C. MULLER         SARAH GUMO,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,1200,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1026,NATURAL LANGUAGE PROCESSING WITH PYTHON,STEVEN BIRD                          EWANKELIN                            EDWARD LOPER,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1027,PYTHON DEEP LEARNING,VALENTINO ZOCCO               DANNIEL SLATER                  PETER ROELANTS,PACKET PUBLISHING LTD.,1199,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1028,DATA WAREHOUSING FUNDAMENTALS FOR IT PROFESSIONALS,PAULRAJ PONNIAH,WILEY INDIA PVT.LTD,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1029,ARM SYSTEM ON CHIP ARCHITECTURE,STEVE FURBER,PEARSON,,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1030,ARTIFICIAL INTELLIGENCE,Er.RAJIV CHOPRA,S .CHAND,160,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1031,A HANDBOOK ON COMPUTER SCIENCE AND IT,,MADE EASY PUBLICATIONS,300,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1032,TANCET COMPUTER SCIENCE AND ENGINEERING,K.RAGHU,SAKTHI PUBLISHING HOUSE,100,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1033,TANLET BASIC ENGGG. AND SCIENCES,RAVI KUMAR                           RAVI CHANDRAN,SAKTHI PUBLISHING HOUSE,170,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1034,GATE – 2018 COMPUTER SCIENCES INFORMATION TECHNOLOGY,,G.K PUBLICATIONS LTD.,450,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1035,GATE – 2018 COMPUTER SCIENCES INFORMATION TECHNOLOGY,,G.K PUBLICATIONS LTD.,450,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1036,TANCET MATHEMATICS,,SAKTHI PUBLISHING HOUSE,150,2017-12-18,YES,"RASEEK.C, A.P , CSE",,
1037,SPEECH AND LANGUAGE PROCESSING,DANIEL JORAFSKY                 JAMES H.MARTIN       ,PEARSON,,2018-01-09,YES,"KALA.M.T, A.P, CSE",,
1038,LINEAR ALGEBRA,STEPHAN.H.FRIEDBERG       ARVOLDY INSEL                     LAWRENCE.E.SPENCE,,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1039,PYTHON NATURAL LANGUAGE PROCESSING,JALAJ THANAKI,PACKET PUBLISHING LTD.,1199,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1040,INTRODUCTION TO MACHINE LEARNING WITH PYTHON,ANDREAS . C. MILLER         SARAH GUIDO,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,1200,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1041,NATURAL LANGUAGE PROCESSING WITH PYTHON,STEVEN BIRD                          EWANKELIN                            EDWARD LOPER,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1042,PYTHON MACHINE LEARNING BY EXAMPLE,YUXI (HAYDEN)                      LIU,PACKET PUBLISHING LTD.,799,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1043,PYTHON MACHINE LEARNING BY EXAMPLE,YUXI (HAYDEN)                      LIU,PACKET PUBLISHING LTD.,799,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1044,PYTHON MACHINE LEARNING BY EXAMPLE,YUXI (HAYDEN)                      LIU,PACKT PUBLISHING LTD.,799,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1045,PYTHON DEEP LEARNING,VALENTINO ZOCCO               GIANMARIO S PAGANACA   PETER ROELANTS,PACKT PUBLISHING LTD.,1199,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1046,FUNDAMENTALS OF DEP LEARNING,NIKHIL BUDUMA,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,775,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1047,DATA SCIENCE FROM SCRATCH,JOEL GRUS,SHROFF PUBLISHERS & DISTRIBUTORS PVT.LTD.,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1048,INTRODUCING DATA SCIENCE,DAVY CIELEN                          ARNOD.B.MEYSMAN            MOHAMMED ALI,,599,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1049,GATE – 2018 COMPUTER SCIENCES INFORMATION TECHNOLOGY,,,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1050,GATE – 2018 COMPUTER SCIENCES INFORMATION TECHNOLOGY,,,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1051,DATABASE SYSTEM CONCEPTS,ABRAHAM SILBASCHAZ   HENNY F. KORTH                  D.SUDARSHAN,MC GRAW HILL,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1052,MICROCONTROLLERS ARCHITECTURE PROGRAMMING INTERFACING AND SYSTEM DESIGN,RAJKAMAL,PEARSON,,2018-01-09,YES,"RASEEK.C, A.P , CSE",,
1053,LATEX FOR BEGINNERS,K.B.M.NAMBOOTHIRIPAD,NAROSA,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1054,LATEX FOR BEGINNERS,K.B.M.NAMBOOTHIRIPAD,NAROSA,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1055,LATEX FOR BEGINNERS,K.B.M.NAMBOOTHIRIPAD,NAROSA,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1056,LATEX BEGINNER'S GUIDE,STEPHAN KOTTWHZ,PACKET PUBLISHING LTD.,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1057,NATURAL LANGUAGE PROCESSING WITH PYTHON -COOKBOOK,KRISHNA BHAVSAR                NARESH KUMAR                   PRATAP DANGETI,PACKT PUBLISHING LTD.,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1058,NATURAL LANGUAGE PROCESSING WITH PYTHON -COOKBOOK,KRISHNA BHAVSAR                NARESH KUMAR                   PRATAP DANGETI,PACKT PUBLISHING LTD.,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1059,DATA STRUCTURES AND ALGORITMS IN PYTHON,MICHAEL.T.GOODRICH         ROBERTO TAMASSIA             MICHBASEL H GOLD WASSER,WILEY,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1060,BUSINESS ANALYTICS,U.DINESHKUMAR,WILEY,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1061,DEEP LEARNING,IAN GOODFELLOW                 YOSHUA BENGIO                   AARON COUR VILLE          ,THEMIT PRESS,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1062,DEEP LEARNING,IAN GOODFELLOW                 YOSHUA BENGIO                   AARON COUR VILLE          ,THEMIT PRESS,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1063,DEEP LEARNING,IAN GOODFELLOW                 YOSHUA BENGIO                   AARON COUR VILLE          ,THEMIT PRESS,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1064,MASTERING NATURAL LANGUEAGE PROCESSING WITH PYTHON,DEEPTHI CHOPRA                   NISHEETH JOSHI,PACKET PUBLISHING LTD.,799,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1065,PRACTICAL CONVOLUTIONAL NEURAL NETWORKS,MOHIT SEWAK                        Md.REZAUL KARIM               PRADEEPPUJARI,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1066,PRACTICAL MACHINE LEARNIG,SUNILA GOLLAPUDI,PACKET PUBLISHING LTD.,1199,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1067,DEEP LEARNING,JOSH PATTERSON                    ADAM GIBSON,SHAROFF PUBLISHERS,1475,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1068,DEEP LEARNING WITH PYTORCH,VISHNU SUBRAMANIAN,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1069,DEEP LEARNING WITH PYTORCH,VISHNU SUBRAMANIAN,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1070,DEEP LEARNING WITH PYTORCH,VISHNU SUBRAMANIAN,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1071,DEEP LEARNING WITH PYTORCH,VISHNU SUBRAMANIAN,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1072,DEEP LEARNING WITH PYTORCH,VISHNU SUBRAMANIAN,PACKET PUBLISHING LTD.,899,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1073,CONVEX OPTIMIZATION,CAMBRIDGE UNIVERSITY PRESS,STEPHEN BOYD      LIVEN VANDENBERGHE,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1074,DATA SCINENCE AND BIG DATA ANALYTICS,,WILEY EMC EDUCATION SERVICES,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1075,ARDUINO PROJECTS ENGINEERS,NEERRA RATRAI,,297,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1076,DATA STRUCTURES AND ALGORITHMS IN PYTHON,MICHAECT GOODRICH          ROBERTO TAMASSIA             MICHAL.H.GOLD WASSER,,,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1077,PYTHON DATA SCIENCE ESSENTIALS,ALBERTO BOSCHETTI            LUCA MASSARON    ,PACKET PUBLISHING LTD.,999,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1078,PYTHON TEXT PROCESSING WITH NLTK 2.0 COOK BOOK,JACOB PERKINS,PACKET PUBLISHING LTD.,799,2018-06-26,YES,"RASEEK.C, A.P , CSE",,
1079,INTEGRATED ELECTRONICS ANALOG AND DIGITAL CIRCUITS AND SYSTEMS,JACOB MILLMAN                   CHRISTOS HALKIAS              CHETAND PARKIH,MC GRAW HILL EDUCATION INDIA PVT.LTD,375,2018-09-24,YES,STUDENT FINE,,
1080,DISCRETE AND COMBINATIONAL MATHEMATICS,GRIMALDIR RAMANA,PEARSON,565,2018-09-24,YES,STUDENT FINE,,
1081,SOFTWARE ENGINEERING,IANSOMMERVILLE,PEARSON,,2018-09-24,YES,"PRADEEPKUMAR, T.I.Gr.I",,
1082,OPERATING SYSTEM INTERNALS AND DESIGN PRINCIPLES,WILLAM STALLINGS,PEARSON,,2018-09-24,YES,"PRADEEPKUMAR, T.I.Gr.I",,
1083,MOBILE COMPUTING,RAJKAMAL,OXFORD PRESS,,2018-09-24,YES,"ANURAJ , A.P , CSE (ADHOC)",,
1084,THE COMPLETE REFERENCE LINUX,RICHAR PETERSEN,TATA MC GRAW HILL,,2018-09-24,YES,"ANURAJ , A.P , CSE (ADHOC)",,
1085,GATE 2019 (CSE &IT),,G.K PUBLICATIONS LTD.,950,2018-09-24,YES,"ANURAJ , A.P , CSE (ADHOC)",,
1086,IBM USER GUIDE DEV 275 ESSENTIALS OF VISUAL MODELING WITH UML 2.0,,IBM RATIONAL UNIVERSITY,,2018-09-24,YES,USERGUIDE,,
1087,IBM USER GUIDE DEV 275 ESSENTIALS OF VISUAL MODELING WITH UML 2.0,,IBM RATIONAL UNIVERSITY,,2018-09-24,YES,USERGUIDE,,
1088,GATE OVERFLOW FOR GATE CSE 2019 (VOL -1),,,500,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1089,GATE OVERFLOW FOR GATE CSE 2019 (VOL -1),,,500,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1090,GATE OVERFLOW FOR GATE CSE 2019 (VOL -2),,,600,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1091,GATE OVERFLOW FOR GATE CSE 2019 (VOL -2),,,600,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1092,GATE OVERFLOW FOR GATE CSE 2019 (VOL -3),,,600,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1093,GATE OVERFLOW FOR GATE CSE 2019 (VOL -3),,,600,2018-10-22,YES,"RASEEK.C, A.P , CSE",,
1094,SOFTWARE ENGINEERING AND PROJECT MANAGEMENT,R.RUHIN KOUSER,LAKSHMI PUBLICATIONS,190,2019-02-21,YES,"RASEEK.C, A.P , CSE",,
1095,CYBER FORENSICS,DEJEY MURUGAN,OXFORD,550,2019-02-21,YES,"RASEEK.C, A.P , CSE",,
1096,SOFTWARE ENGINEERING,IAN SOMERWILLE,,,,YES,"RASEEK.C, A.P , CSE",,
1097,NEURO FUZZY LOGIC AND SOFT COMPUTING,JANG SUN MIZUTANI,,350,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1098,COMPUTER GRAPHICS (SECOND EDITION),DONALD HEARN   M.PAULINE BAKER,,,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1099,MODERN ENGINEERING CHEMISTRY,"Dr. KOCHUBABY, MANJOORAN .S",,190,2020-11-27,YES,TAHASSIN.C,,
1100,COURSE BOOK ON ENVIRONMENTAL STUDIES,Dr. RAGHAVAN NAMBIAR,,220,2020-11-27,YES,TAHASSIN.C,,
1101,"INTERNET & WORLD WIDE WEB , HOW TO PROGRAM","DEITEL, P.J.DEITEL, H.M.DEITEL",,,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1102,QUANTITATIVE APTITUDE FOR  MBA ENTRANCE EXAMS,ABHIJITH GUHA,,395,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1103,GATE OVERFLOW FOR GATE CSE 2019 (VOL -1),ARJUN SURESH,,500,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1104,GATE OVERFLOW FOR GATE CSE 2019 (VOL -II),ARJUN SURESH,,600,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
1105,GATE OVERFLOW FOR GATE CSE 2019 (VOL -III),ARJUN SURESH,,600,2020-11-27,YES,"RASEEK.C, A.P , CSE",,
